,Cocktail Name,Bartender,Bar/Company,Location,Ingredients,Garnish,Glassware,Preparation,Notes,Ingredients_list,alcohol_type,full_text,text2vec,cluster,alcohol_genre,cocktail_genre,top_5_similarity_scores,top_5_similar_cocktails,similar_cocktails_names
97,Almond Crusta,Kevin Diedrich,Pacific Cocktail Haven,San Francisco,"1 oz H by HINE, .5 oz Junipero Gin, .75 oz LemonJuice, .5 oz Orgeat, 1 dash Angostura Bitters","Superfine White Sugar, Lemon Zest",Coupe,Chill coupe glass and garnish rim by coating the outer lip of the glass with a wedge of lemon and dipping into a shallow dish containing superfine white sugar. Place lemon strip neatly along side of sugared coupe. Combine all liquid ingredients into shaker; add ice and shake. Double strain into glass.,Photo credit: Bestia,"['1 oz H by HINE', '.5 oz Junipero Gin', '.75 oz LemonJuice', '.5 oz Orgeat', '1 dash Angostura Bitters']","['h by hine', 'gin']","Kevin Diedrich Pacific Cocktail Haven San Francisco oz H by HINE,  oz Junipero Gin,  oz LemonJuice,  oz Orgeat, dash Angostura Bitters Superfine White Sugar, Lemon Zest Coupe Chill coupe glass and garnish rim by coating the outer lip of the glass with a wedge of lemon and dipping into a shallow dish containing superfine white sugar Place lemon strip neatly along side of sugared coupe Combine all liquid ingredients into shaker; add ice and shake Double strain into glass Photo credit: Bestia","[0.2643927335739136, -0.6281013488769531, 0.1111859381198883, 0.9638938307762146, -0.39212194085121155, -0.6784960627555847, -0.26753705739974976, -0.14752209186553955, -0.17440710961818695, -0.0008834494510665536, -0.028445767238736153, -0.5256273746490479, 0.04081175848841667, -1.0379281044006348, 0.0544515922665596, 0.1785915195941925, 0.5973955392837524, 0.16210654377937317, -0.5984217524528503, 0.4028764069080353, 0.12047519534826279, 1.1821224689483643, 0.900890052318573, -0.6713277697563171, -0.3318653404712677, 0.12224245816469193, -0.7712871432304382, 1.0328292846679688, -0.3844272792339325, 0.09096850454807281, -0.5570194721221924, 0.5245015025138855, -0.38071730732917786, 0.11267052590847015, -0.11305781453847885, -0.18384093046188354, 0.05108104273676872, 0.056220244616270065, 0.6072065830230713, -0.45920029282569885, -0.9496877789497375, -0.6944593191146851, 0.6257193088531494, 0.37217196822166443, -0.7648807764053345, -0.35862335562705994, -0.05586084723472595, 0.14990225434303284, 0.19011512398719788, -0.017092986032366753, 0.3515404164791107, 0.6038650870323181, 0.4929373860359192, 0.11389628052711487, 0.09199772030115128, 0.3577672243118286, -0.43756625056266785, 0.08424071222543716, 0.1623835265636444, 0.34724703431129456, -0.25501275062561035, -0.285360723733902, 0.5590624809265137, 0.7086795568466187]",8,Vodka Beer,Coffee Barrel,"[1.0000000000000004, 0.7577480593597866, 0.6996009848474849, 0.6883153454196415, 0.6878065524754242, 0.6862555250780686]","[105, 146, 547, 637, 278]","['A Love Song', 'Hophead Old Fashioned', 'The Cavalier White Lady', 'Negroni Sorbetto', 'The Nutty Sensation']"
98,Mexico Mule,Benedict Simpson,Ancestral Garden Bar & Restaurant,New Zealand,"1 oz Montelobos Mezcal, .67 oz King's Ginger Liqueur, .5 oz Fresh Lime Juice, 3 oz Apple Cider, .5 oz Monin French Raspberry Syrup","Cinnamon Quill, Small Flowers, Lime Wheel",Julep Cup,"Chill cup and place a napkin around it. In the base of the cup put everything except the cider and the raspberry syrup and give a brief stir.?ÿAdd some crushed ice.?ÿStir vigorously.?ÿTop with crushed ice.?ÿAdd cider.?ÿPour raspberry syrup on top.?ÿGarnish with cinnamon quill as a stirrer, some small flowers, and a lime wheel.",,"['1 oz Montelobos Mezcal', "".67 oz King's Ginger Liqueur"", '.5 oz Fresh Lime Juice', '3 oz Apple Cider', '.5 oz Monin French Raspberry Syrup']","['mezcal', 'gin', 'liqueur', 'cider']","Benedict Simpson Ancestral Garden Bar & Restaurant New Zealand oz Montelobos Mezcal,  oz King's Ginger Liqueur,  oz Fresh Lime Juice, oz Apple Cider,  oz Monin French Raspberry Syrup Cinnamon Quill, Small Flowers, Lime Wheel Julep Cup Chill cup and place a napkin around it In the base of the cup put everything except the cider and the raspberry syrup and give a brief stir ?ÿAdd some crushed ice ?ÿStir vigorously ?ÿTop with crushed ice ?ÿAdd cider ?ÿPour raspberry syrup on top ?ÿGarnish with cinnamon quill as a stirrer, some small flowers, and a lime wheel ","[0.45189785957336426, -0.9984611868858337, -0.107569620013237, 0.24861711263656616, -0.31981712579727173, -0.7258085012435913, -0.16844266653060913, -0.14874188601970673, -0.8832700252532959, -0.248739555478096, 0.07410109043121338, -0.037803586572408676, 0.07238975167274475, -1.6442581415176392, -0.2338884025812149, 1.3484077453613281, 0.058622706681489944, 0.32484444975852966, -0.7608166933059692, 0.657310962677002, 0.9765677452087402, 0.644095242023468, 1.3525794744491577, -0.7589028477668762, 0.792108952999115, -0.13391491770744324, 0.08927224576473236, -0.0846848115324974, 0.764529287815094, -0.4742293059825897, 0.0014426338020712137, 0.44640836119651794, 0.6357006430625916, 0.4460426867008209, 0.956937313079834, 0.371422678232193, 0.6560319662094116, 0.22104355692863464, 0.17447303235530853, 0.4991925358772278, -0.28846579790115356, -0.08338126540184021, 0.5568718910217285, 0.4577334523200989, 0.5121378898620605, -0.04610575735569, -0.8990136384963989, -0.6259812712669373, 0.22336499392986298, -0.04388885572552681, -0.0020529828034341335, -0.7491922378540039, 1.1471836566925049, 0.705034613609314, 0.6660044193267822, -0.511066198348999, 0.5152484774589539, -0.9347444176673889, -1.4844509363174438, -0.7140237092971802, -0.2170451283454895, -0.625684916973114, 0.11317939311265945, 0.7890429496765137]",4,Gin Bianco,Water cinnamon,"[0.9999999999999999, 0.7959192022239705, 0.7624324193230543, 0.755370830318501, 0.7511347178886668, 0.7402075925802494]","[230, 135, 445, 259, 531]","['Mauritian Made', 'See ya Amaro!', 'Daisy Mae', 'Muddled Mission', 'Italian Margarita']"
99,Hidarite,,,,"1.5 oz Nikka Coffey Grain Whiskey, .75 oz Luxardo Bitter, .75 oz Tempus Fugit Alessio Vermouth di Torino Rosso, 2 dash Chocolate Bitters",,,Chilled. Serve up or on the rocks.,Japanese riff on a Left Hand cocktail,"['1.5 oz Nikka Coffey Grain Whiskey', '.75 oz Luxardo Bitter', '.75 oz Tempus Fugit Alessio Vermouth di Torino Rosso', '2 dash Chocolate Bitters']","['whiskey', 'luxardo', 'ale', 'vermouth', 'tempus fugit']"," oz Nikka Coffey Grain Whiskey,  oz Luxardo Bitter,  oz Tempus Fugit Alessio Vermouth di Torino Rosso, dash Chocolate Bitters Chilled Serve up or on the rocks Japanese riff on a Left Hand cocktail","[0.615813136100769, -0.47616884112358093, -0.030260086059570312, 0.04373443126678467, -0.2713663876056671, -0.7360117435455322, 0.0074700466357171535, 0.10955993086099625, -0.9572568535804749, 0.23976905643939972, 0.07549556344747543, 0.1460637003183365, -0.23899249732494354, -0.4779190719127655, -0.006550855003297329, 0.013505714945495129, 0.2733701765537262, -0.2986445724964142, -0.3525855839252472, 1.2349251508712769, 0.21618200838565826, 0.5379334092140198, -0.16110333800315857, -0.4441033601760864, -0.2918514311313629, 0.1770460605621338, -0.3567209839820862, 0.08668852597475052, -0.25705352425575256, -0.13037793338298798, 0.15835817158222198, 0.09207979589700699, -0.10923179984092712, -0.10997211933135986, 0.5291417241096497, 0.22356826066970825, -0.1943552941083908, -0.07986337691545486, -0.5096590518951416, -0.030564701184630394, -0.31745532155036926, -0.4700457751750946, -0.09194011986255646, 0.7479493618011475, 0.07165157049894333, -0.16504502296447754, -0.3891944885253906, -0.14525173604488373, 0.03035866841673851, 0.23062290251255035, 0.44817841053009033, 0.06259773671627045, 0.47379395365715027, -0.11245112121105194, 0.1278698444366455, -0.0813436508178711, 0.20656269788742065, -0.5431931018829346, -0.40834665298461914, -0.11392394453287125, -0.537926197052002, -0.03359660506248474, 0.5540261268615723, 0.16599735617637634]",1,Luxardo Gin,Bitters Garnish,"[1.0, 0.8412040107389068, 0.7870627034309446, 0.771118294032339, 0.7517802299013621, 0.7452866172559276]","[391, 393, 618, 158, 318]","['The Rusty Tack', 'The House of Duncan', 'The Professor', 'The Stand By', 'The Proverb']"
100,Bird is the Word,,,,".75 oz Pink Pigeon Rum, .75 oz Luxardo Maraschino Liqueur, .75 oz Green Chartreuse, .5 oz Lime Juice, .5 oz Pineapple Juice",Luxardo Cherry,Coupe,Cold shake-strain into coupe and garnish with a Luxardo Maraschino Cherry.,*Last Word variation,"['.75 oz Pink Pigeon Rum', '.75 oz Luxardo Maraschino Liqueur', '.75 oz Green Chartreuse', '.5 oz Lime Juice', '.5 oz Pineapple Juice']","['rum', 'liqueur', 'luxardo']"," oz Pink Pigeon Rum,  oz Luxardo Maraschino Liqueur,  oz Green Chartreuse,  oz Lime Juice,  oz Pineapple Juice Luxardo Cherry Coupe Cold shake-strain into coupe and garnish with a Luxardo Maraschino Cherry *Last Word variation","[0.13223260641098022, -0.40621843934059143, 0.2746647298336029, 0.18977530300617218, -0.018841668963432312, -0.13626258075237274, -0.0013150725280866027, 0.006019195541739464, -0.7132176160812378, 0.15365014970302582, 0.2584037780761719, -0.355932354927063, -0.06319736689329147, -0.6936635375022888, 0.10823643952608109, 0.5512398481369019, 0.29467037320137024, 0.16752465069293976, -0.012706171721220016, 0.7758943438529968, 0.11654386669397354, 0.504841148853302, 0.5217930674552917, -0.013352416455745697, -0.33550548553466797, 0.3604922890663147, -0.2263016700744629, 0.2928556799888611, 0.2896517515182495, -0.15617844462394714, -0.14146080613136292, -0.15533040463924408, -0.47663721442222595, -0.2828657031059265, 0.19646389782428741, -0.1312757432460785, -0.49145257472991943, -0.1489008665084839, 0.3395208716392517, 0.05107974261045456, -0.01808679848909378, -0.15976457297801971, -0.03529515862464905, -0.034450676292181015, -0.10445690155029297, -0.36349421739578247, 0.027622856199741364, -0.4696131646633148, -0.15005074441432953, 0.11548561602830887, 0.02131175622344017, 0.13513536751270294, 0.46749788522720337, 0.28439462184906006, 0.11739145964384079, 0.21909478306770325, -0.1869909018278122, -0.4587879180908203, 0.07289835065603256, -0.12540072202682495, -0.3588893413543701, -0.6591464877128601, 0.2593133747577667, 0.19157354533672333]",1,Luxardo Gin,Bitters Garnish,"[0.9999999999999999, 0.9015158627358154, 0.8551985426781644, 0.8367098858116822, 0.8325570878168054, 0.823056799167149]","[23, 102, 428, 33, 615]","['Peace Daiquiri', ""Rudolph's Rose"", 'Kay Pacha Mi Pacha', 'The Bitter King', 'The Hollinger Manhattan']"
101,Jammie Dodger Fizz,Laura Maddox,Small Victory,Austin,"2 oz H by HINE, .5 oz Tempus Fugit Creme de Noyaux, .5 oz Orgeat, .375 oz Lemon, .375 oz Lime, 1 oz Heavy Whipping Cream, 1  Egg White",Orange Wheel,Collins,"Combine all ingredients and shake thoroughly without ice for several minutes. Add ice, shake, and strain into a tall collins glass. Top with soda and garnish with an orange wheel.",,"['2 oz H by HINE', '.5 oz Tempus Fugit Creme de Noyaux', '.5 oz Orgeat', '.375 oz Lemon', '.375 oz Lime', '1 oz Heavy Whipping Cream', '1  Egg White']","['h by hine', 'tempus fugit']","Laura Maddox Small Victory Austin oz H by HINE,  oz Tempus Fugit Creme de Noyaux,  oz Orgeat,  oz Lemon,  oz Lime, oz Heavy Whipping Cream,  Egg White Orange Wheel Collins Combine all ingredients and shake thoroughly without ice for several minutes Add ice, shake, and strain into a tall collins glass Top with soda and garnish with an orange wheel ","[0.6168527603149414, -0.6222838759422302, -0.28676509857177734, 0.14548133313655853, 0.1602364182472229, -0.4248204529285431, 0.15208162367343903, 0.33926841616630554, -0.8808462619781494, -0.042652249336242676, 0.6834554076194763, -0.20653028786182404, -0.4343286454677582, -0.923618733882904, 0.3800313472747803, 1.1952849626541138, 0.023802580311894417, -0.3201845586299896, -0.5820944905281067, 0.6110720038414001, 0.34236034750938416, 0.4363521635532379, 0.42530959844589233, -0.49909427762031555, 0.15032631158828735, 0.15586018562316895, -0.19155988097190857, -0.22721703350543976, 0.26434004306793213, 0.0062115369364619255, 0.17158399522304535, 0.2063889354467392, -0.23838867247104645, 0.09503881633281708, -0.468290239572525, 0.592830240726471, 0.058195870369672775, 0.17970684170722961, 0.5002335906028748, -0.30942970514297485, -0.31052184104919434, -0.6609204411506653, 0.19943025708198547, -0.378621906042099, -0.18550880253314972, -0.48647475242614746, -0.42059487104415894, -0.473560094833374, -0.10598643124103546, 0.0904083251953125, 0.12077634036540985, 0.07155843824148178, 0.606681227684021, 0.49214792251586914, 0.5450523495674133, 0.3377220332622528, 0.6684184074401855, -0.60820072889328, 0.1374780833721161, 0.0892527848482132, 0.04146497696638107, -0.2809586226940155, -0.24518053233623505, 0.11897484958171844]",3,Liqueur Luxardo,Dash Luxardo,"[1.0, 0.8751254557543641, 0.858321121339989, 0.8562831560664278, 0.8561107012390206, 0.8525148386972824]","[426, 575, 30, 424, 25]","['The Windtalker', 'Sloe & Steady', 'Martinez Orange', 'White Lady (Classic) (Adapted)', 'The Mad King']"
102,Rudolph's Rose,Brian Means,Dirty Habit,San Francisco,"1.5 oz Christmas Spirit, .25 oz Luxardo Maraschino Liqueur, .5 oz Chateau de Montifaud Pineau des Charentes Rose, .75 oz Tempus Fugit Gran Classico Bitter",Luxardo Cherry,Coupe,Combine all ingredients and stir with ice in a mixing glass. Strain into coupe glass and garnish with a Luxardo Cherry.,,"['1.5 oz Christmas Spirit', '.25 oz Luxardo Maraschino Liqueur', '.5 oz Chateau de Montifaud Pineau des Charentes Rose', '.75 oz Tempus Fugit Gran Classico Bitter']","['liqueur', 'luxardo', 'tempus fugit']","Brian Means Dirty Habit San Francisco  oz Christmas Spirit,  oz Luxardo Maraschino Liqueur,  oz Chateau de Montifaud Pineau des Charentes Rose,  oz Tempus Fugit Gran Classico Bitter Luxardo Cherry Coupe Combine all ingredients and stir with ice in a mixing glass Strain into coupe glass and garnish with a Luxardo Cherry ","[0.23316168785095215, -0.4695584177970886, 0.4109190106391907, 0.4742787778377533, 0.14189749956130981, -0.3320154845714569, 0.1676263064146042, 0.18349167704582214, -0.8810523152351379, 0.502260684967041, 0.3879406452178955, -0.3379860818386078, -0.23582498729228973, -0.7200966477394104, 0.11648865044116974, 0.7653972506523132, 0.0313885360956192, 0.03678838163614273, -0.12898170948028564, 1.0774544477462769, 0.2492961585521698, 0.6784006357192993, 0.4822089970111847, -0.29109883308410645, -0.19868241250514984, 0.4966401755809784, 0.09316298365592957, 0.308217316865921, 0.12171531468629837, -0.1325981467962265, 0.08165080100297928, -0.2946685254573822, -0.20233136415481567, -0.26400795578956604, -0.09516572207212448, 0.471563458442688, -0.07535652071237564, -0.01792226918041706, 0.31724050641059875, -0.1961658000946045, 0.04590123891830444, -0.2434106022119522, 0.015577483922243118, 0.007748479954898357, 0.05335736274719238, -0.18022431433200836, 0.02286878228187561, -0.4441313147544861, -0.03840131312608719, 0.23599141836166382, 0.1734732687473297, 0.2961995005607605, 0.4221631586551666, 0.1154598742723465, 0.18597707152366638, 0.2525302469730377, -0.20973901450634003, -0.5560703873634338, 0.21294987201690674, -0.34069010615348816, -0.0412735678255558, -0.5948379039764404, 0.2906705439090729, 0.25396889448165894]",1,Luxardo Gin,Bitters Garnish,"[1.0000000000000002, 0.9039386711515713, 0.8783799839705682, 0.8685379226627161, 0.866553559221081, 0.8609656828036453]","[120, 23, 539, 72, 26]","['Willow', 'Peace Daiquiri', 'Thyme for Bed', 'Clearly Bitter', 'The Robert Baratheon']"
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
